seat_number,seat_coordinates,status,snapshot,status,date_time,snapshot_1,snapshot_1_time,snapshot_2,snapshot_2_time
1,"[477, 637, 1450, 1586]",,,,,Absent,18-07-2024 11:34,Absent,18-07-2024 11:38
